UserID,taskid,Original Attempts,Combined_Attempts,ErrorClass,Command_Category
1101,478,"['select avg(salary), jobfrom Employeewhere ', 'select Distinct jobfrom Employeeorder by job', 'select Distinct jobfrom Employeeorder by jobgroup by job', 'select AVG(salary), [distinct] jobfrom Employee', 'select AVG(salary), distinct jobfrom Employee']","select job, avg(salary as average_salary from employee group by job",0,DQL
1101,478,"['select avg(salary), jobfrom Employeewhere ', 'select Distinct jobfrom Employeeorder by job', 'select Distinct jobfrom Employeeorder by jobgroup by job', 'select AVG(salary), [distinct] jobfrom Employee', 'select AVG(salary), distinct jobfrom Employee']","select job, avg(salary) as average_salary employee group by job",0,DQL
1101,478,"['select avg(salary), jobfrom Employeewhere ', 'select Distinct jobfrom Employeeorder by job', 'select Distinct jobfrom Employeeorder by jobgroup by job', 'select AVG(salary), [distinct] jobfrom Employee', 'select AVG(salary), distinct jobfrom Employee']","select job, avg(salary) as avg_salary from employee where job",0,DQL
1101,478,"['select avg(salary), jobfrom Employeewhere ', 'select Distinct jobfrom Employeeorder by job', 'select Distinct jobfrom Employeeorder by jobgroup by job', 'select AVG(salary), [distinct] jobfrom Employee', 'select AVG(salary), distinct jobfrom Employee']","select job, avg(salary) as average_salary from employee group by job order salary",0,DQL
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",SELECT * from Customer WHERE City = 'New York' AND Country = 'Canada,2,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",UPDATE Product SET Price = Price * 1.1 WHERE Category = 'Electronics AND Appliances,2,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']","INSERT INTO Orders (OrderID, CustomerID) VALUES (001, 1001, 2001)",2,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",SELECT MAX(ProductID) AS 'Largest Product ID' FROM Products WHERE Price < 50,2,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",DELETE FROM Employees WHERE Salary >= 50000 OR Bonus < 2000,2,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",ALTER TABLE Customers RENAME COLUMN Phone TO Telephone,2,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",SELET * FROM Inventory,0,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",UPDATE Employees SET Department = 'Sales WHERE EmployeeID = 101,0,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']","INSERT INTO Products VALUES (101, 'Keyboard', 'Electronics', 30.00)",0,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']","SELCT Name, Price FROM Products",0,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",DROP TABLE Customers WHERE Country = 'Canada,0,DML
1101,486,"['delete from Producer,', 'ALTER TABLE Producer DROP COLUMN vineyard,DROP COLUMN area,DROP COLUMN region', 'ALTER TABLE Producer DROP COLUMN vineyard']",ALTER TABLE Orders MODIFY COLUMN OrderDate DATE,0,DML
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id))",2,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id)",2,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id)''create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50) primary key(student_id))",0,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary keystudent_id))",0,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id)''create table students( student_id not null int, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id))",0,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id)",0,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']",")''create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary keystudent_id))",0,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id''create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id)''create table students student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50), primary key(student_id)",0,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50) primary key(student_id)",0,DDL
1101,489,"['create table STUDENT (Student ID, first name, Last name, Course )', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  ', 'CREATE TABLE STUDENTS (  studentID int ,  firstname varchar(10) ,   lastname varchar(10) ,   Course varchar(20) ,  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)  )', 'CREATE TABLE STUDENTS (  studentID int not null,  firstname varchar(10) not null,   lastname varchar(10) not null ,   Course varchar(20)    )']","create table students( student_id int not null, firstname varchar(20) not null, lastname varchar(20) not null, study_course varchar(50) primary key(student_id))",0,DDL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']","select type, count(*) as amount from departure group by type",2,DQL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']","select distinct type, count(*) as amount from departure",2,DQL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']","select type, count(serial_number) as amount from departure group by type",2,DQL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']","select type, distinct count(serial_number) as amount from departure",2,DQL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']","select type, count(*) as amount from departure where type = 'departure",2,DQL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']",select count* distinct type as amount from departure,0,DQL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']","select count(distinct type) Amount from departureselect count(distinct serial_number), type as Amount from departure",0,DQL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']","select count(distinct serial_number, type) Amount from departure",0,DQL
1103,476,"['select type, count(type) from departure', 'select count(type) as Amount from departure', 'select count(distinct type,serial_number) as Amount from departure']",select count(distinct type) where departure,0,DQL
1103,487,"['create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key(first_name,birth_date,shirt_no)  )', 'create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  name varchar(20),  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  last_name varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )']","create table player( name varchar(30), firstname varchar(30), birthdate date, playerno varchar(2), position varchar(10), primary key (name, birthdate))",2,DDL
1103,487,"['create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key(first_name,birth_date,shirt_no)  )', 'create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  name varchar(20),  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  last_name varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )']","create table player( name varchar(30), firstname varchar(30), birthdate date, playerno varchar(2), position varchar(10), primary key (name, firstname))",2,DDL
1103,487,"['create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key(first_name,birth_date,shirt_no)  )', 'create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  name varchar(20),  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  last_name varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )']","create table player( name varchar(30), firstname varchar(30), birthdate date, playerno int, position varchar(10), primary key (name, firstname, birthdate))",2,DDL
1103,487,"['create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key(first_name,birth_date,shirt_no)  )', 'create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  name varchar(20),  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  last_name varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )']","create table player( name varchar(30), firstname varchar(30), birthdate date, playerno varchar(2), position varchar(10), primary key (name, playerno))",2,DDL
1103,487,"['create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key(first_name,birth_date,shirt_no)  )', 'create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  name varchar(20),  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  last_name varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )']","create table player( name varchar(30), firstname varchar(30), birthdate date, playerno varchar(2), position varchar(10), primary key (name, firstname, playerno, birthdate))",2,DDL
1103,487,"['create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key(first_name,birth_date,shirt_no)  )', 'create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  name varchar(20),  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  last_name varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )']","create table player( name varchar(30), firstname varchar(30), birthdate date, playerno varchar(2), position varchar(10), primary key (name, firstname, birthdate)''create table player( name varchar(30), firstname varchar(30), birthdate date, playerno varchar(2), position varchar(10), primary key name, firstname, birthdate))",0,DDL
1103,487,"['create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key(first_name,birth_date,shirt_no)  )', 'create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  name varchar(20),  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  last_name varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )']","create table player( name varchar(30), firstname, varchar(30), birthdate date, playerno varchar(2), position varchar(10), primary key (name, firstname, birthdate))",0,DDL
1103,487,"['create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key(first_name,birth_date,shirt_no)  )', 'create table player(  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  name varchar(20),  first_name varchar(20),  last_name varchar(20),  birth_date date not null,  shirt_no int not null,  position int not null,  primary key (first_name,birth_date,shirt_no)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )', 'create table player(  Name varchar(20),  Firstname varchar(20),  last_name varchar(20),  BirthDate date not null,  PlayerNo int not null,  Position int not null,  primary key (Name,BirthDate,PlayerNo)  )']","create table player( name varchar(30) firstname varchar(30) birthdate date playerno varchar(2) position varchar(10) primary key (name, firstname, birthdate))",0,DDL
